environment_id,environment_key,dataset_id,perturbation_label,n_reference_groups,left_reference_groups,right_reference_groups,split_half_cosine,gene_count,split_seed,reproducibility_unit,used_in_ptl_features,raw_cell_expression_split
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPB_MAPK1,8,4,4,0.910242415164686,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPB_OSR2,8,4,4,0.8728493518127807,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPB_PTPN12,8,4,4,0.8073498579162882,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE,8,4,4,0.9706800550577577,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_CEBPA,8,4,4,0.8971132300670054,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_CEBPB,8,4,4,0.8308093304346935,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_CNN1,8,4,4,0.7748244738164477,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_KLF1,8,4,4,0.7772378540662779,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_PTPN12,8,4,4,0.8137961182630162,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_RUNX1T1,8,4,4,0.9228093382481134,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CEBPE_SPI1,8,4,4,0.9238350206612906,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CELF2,8,4,4,0.6373168276115218,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CITED1,8,4,4,0.7610904124817457,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CKS1B,8,4,4,0.7874992630394193,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CLDN6,8,4,4,0.9212420010514895,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CNN1,8,4,4,0.8768460857923295,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CNN1_MAPK1,8,4,4,0.8188469348473801,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CNN1_UBASH3A,8,4,4,0.8725300040917238,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CNNM4,8,4,4,0.6772300341310867,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,COL1A1,8,4,4,0.8876417159548361,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,COL2A1,8,4,4,0.9152117365959436,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,CSRNP1,8,4,4,0.5465441766343032,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DLX2,8,4,4,0.850643018554632,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9,8,4,4,0.925008201770615,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_ETS2,8,4,4,0.9059040500891365,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_IGDCC3,8,4,4,0.9141657118732096,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_KLF1,8,4,4,0.9080463391743965,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_MAPK1,8,4,4,0.6130915183040629,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_PRTG,8,4,4,0.8952499156758358,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,DUSP9_SNAI1,8,4,4,0.8954059425430416,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,EGR1,8,4,4,0.6146597454373545,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ELMSAN1,8,4,4,0.7219829604760666,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2,8,4,4,0.8860333383360169,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_CEBPE,8,4,4,0.881223143229585,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_CNN1,8,4,4,0.863224315056793,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_IGDCC3,8,4,4,0.7821718057547198,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_IKZF3,8,4,4,0.9368658412010636,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_MAP7D1,8,4,4,0.820034062321971,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_MAPK1,8,4,4,0.9347701694722657,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ETS2_PRTG,8,4,4,0.8220625189626152,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FEV,8,4,4,0.9209918907218297,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FEV_CBFA2T3,8,4,4,0.8788767352320461,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FEV_ISL2,8,4,4,0.9032887891453942,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FEV_MAP7D1,8,4,4,0.8674845702473121,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB,8,4,4,0.7780804095026091,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_CEBPB,2,1,1,0.558403390573369,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_CEBPE,8,4,4,0.8727870907088131,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_IKZF3,8,4,4,0.8284711375415883,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_OSR2,8,4,4,0.8956321529524053,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_PTPN12,8,4,4,0.6926038586283383,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOSB_UBASH3B,8,4,4,0.6864108358809997,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA1,8,4,4,0.7966818744646814,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA1_FOXF1,8,4,4,0.8324370201902884,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA1_FOXL2,8,4,4,0.7898435363573749,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA1_HOXB9,8,4,4,0.8883256785586855,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA3,8,4,4,0.8112758371100165,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA3_FOXA1,8,4,4,0.8506849960611753,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA3_FOXF1,8,4,4,0.7452787801429839,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA3_FOXL2,8,4,4,0.8190964470049211,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXA3_HOXB9,8,4,4,0.9086832173365789,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXF1,8,4,4,0.662758762788543,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXF1_FOXL2,8,4,4,0.836836141472771,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXF1_HOXB9,8,4,4,0.8056829205226915,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXL2,8,4,4,0.8646049672595182,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXL2_HOXB9,5,2,3,0.7097267091491472,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXL2_MEIS1,8,4,4,0.780649265840624,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,FOXO4,8,4,4,0.8095732447128534,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,GLB1L2,8,4,4,0.7107378182875683,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HES7,7,3,4,0.8186348299512889,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HK2,8,4,4,0.5078635253976582,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HNF4A,8,4,4,0.8523607515045512,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HOXA13,8,4,4,0.88799341579562,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HOXB9,8,4,4,0.8482440542892701,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,HOXC13,8,4,4,0.8865384116030195,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IER5L,8,4,4,0.8418120197125519,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IGDCC3,8,4,4,0.8780154699863059,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IGDCC3_MAPK1,8,4,4,0.7357346779860673,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IGDCC3_PRTG,8,4,4,0.7156823920914883,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IGDCC3_ZBTB25,7,3,4,0.8021680974131417,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IKZF3,8,4,4,0.959317466716916,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IRF1,8,4,4,0.8908025189783847,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,IRF1_SET,8,4,4,0.9460894455512712,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,ISL2,8,4,4,0.4630619716412025,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,JUN,8,4,4,0.7833993599221132,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,JUN_CEBPA,3,1,2,0.6946111123070887,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KIAA1804,8,4,4,0.4631024803351408,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KIF18B,8,4,4,0.3907668959951167,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KIF18B_KIF2C,6,3,3,0.1426362077397647,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KIF2C,8,4,4,0.4586311556315294,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1,8,4,4,0.9451497304322908,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_BAK1,8,4,4,0.7842335437909346,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_CEBPA,8,4,4,0.9326189062968191,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_CLDN6,8,4,4,0.8537018014619789,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_COL2A1,8,4,4,0.8735636689136833,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_FOXA1,8,4,4,0.830904420543239,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_MAP2K6,8,4,4,0.7293258884950822,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KLF1_TGFBR2,8,4,4,0.7711790093431627,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,KMT2A,8,4,4,0.3767397871055834,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,LHX1,8,4,4,0.7624809979890013,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,LHX1_ELMSAN1,8,4,4,0.8708686081267559,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,LYL1,8,4,4,0.5527415689804251,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,LYL1_CEBPB,8,4,4,0.7551899016999701,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,LYL1_IER5L,8,4,4,0.9303230599849638,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAML2,8,4,4,0.5199540800482121,33695,20260907,independent_reference_groups,0,0
env__v~normanweissman2019%5Ffiltered__v~k562__v~rna__v~baseline,norman_k562,NormanWeissman2019_filtered,MAP2K3,8,4,4,0.7859089198040403,33695,20260907,independent_reference_groups,0,0
