candidate_id,study,context_a,context_b,dataset_a,dataset_b,file_a_available,file_b_available,exact_shared_perturbation_count,raw_cells_a,raw_cells_b,control_cells_a,control_cells_b,median_min_cells_per_shared_perturbation,fraction_shared_ge20_cells,fraction_shared_ge40_cells,same_perturbation_modality,perturbation_modality_a,perturbation_modality_b,readout_modality_a,readout_modality_b,same_readout_modality,same_library_evidence,exact_guide_signature_fraction,batch_id_overlap_count,obvious_batch_context_confound,batch_context_status,batch_context_evidence,provenance_evidence_source,provenance_evidence_type,batch_id_context_mapping,batch_nested_in_context,technical_replicates_exist,context_is_intended_biological_factor,context_comparison_in_original_study_design,provenance_audit_notes,outcome_blind,prediction_evaluated,risk_evaluated,eligible,reason
local_frangiehizar2021_frangiehizar2021_protein_frangiehizar2021_rna,FrangiehIzar2021,FrangiehIzar2021_protein,FrangiehIzar2021_RNA,data/raw/scperturb_v1.4/FrangiehIzar2021_protein.h5ad,data/raw/scperturb_v1.4/FrangiehIzar2021_RNA.h5ad,False,False,0,0,0,0,0,,,,False,,,protein,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: FrangiehIzar2021_protein.h5ad is missing metadata columns: ['batch', 'cell_line']"
local_gasperinishendure2019_gasperinishendure2019_atscale_gasperinishendure2019_highmoi,GasperiniShendure2019,GasperiniShendure2019_atscale,GasperiniShendure2019_highMOI,data/raw/scperturb_v1.4/GasperiniShendure2019_atscale.h5ad,data/raw/scperturb_v1.4/GasperiniShendure2019_highMOI.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: GasperiniShendure2019_atscale.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_gasperinishendure2019_gasperinishendure2019_atscale_gasperinishendure2019_lowmoi,GasperiniShendure2019,GasperiniShendure2019_atscale,GasperiniShendure2019_lowMOI,data/raw/scperturb_v1.4/GasperiniShendure2019_atscale.h5ad,data/raw/scperturb_v1.4/GasperiniShendure2019_lowMOI.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: GasperiniShendure2019_lowMOI.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_gasperinishendure2019_gasperinishendure2019_highmoi_gasperinishendure2019_lowmoi,GasperiniShendure2019,GasperiniShendure2019_highMOI,GasperiniShendure2019_lowMOI,data/raw/scperturb_v1.4/GasperiniShendure2019_highMOI.h5ad,data/raw/scperturb_v1.4/GasperiniShendure2019_lowMOI.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: GasperiniShendure2019_highMOI.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_joungzhang2023_joungzhang2023_atlas_joungzhang2023_combinatorial,JoungZhang2023,JoungZhang2023_atlas,JoungZhang2023_combinatorial,data/raw/scperturb_v1.4/JoungZhang2023_atlas.h5ad,data/raw/scperturb_v1.4/JoungZhang2023_combinatorial.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: JoungZhang2023_atlas.h5ad is missing metadata columns: ['guide_id']
local_laraastiasohuntly2023_laraastiasohuntly2023_exvivo_laraastiasohuntly2023_invivo,LaraAstiasoHuntly2023,LaraAstiasoHuntly2023_exvivo,LaraAstiasoHuntly2023_invivo,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_exvivo.h5ad,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_invivo.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: LaraAstiasoHuntly2023_exvivo.h5ad is missing metadata columns: ['batch', 'cell_line']"
local_laraastiasohuntly2023_laraastiasohuntly2023_exvivo_laraastiasohuntly2023_leukemia,LaraAstiasoHuntly2023,LaraAstiasoHuntly2023_exvivo,LaraAstiasoHuntly2023_leukemia,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_exvivo.h5ad,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_leukemia.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: LaraAstiasoHuntly2023_leukemia.h5ad is missing metadata columns: ['batch', 'cell_line']"
local_laraastiasohuntly2023_laraastiasohuntly2023_invivo_laraastiasohuntly2023_leukemia,LaraAstiasoHuntly2023,LaraAstiasoHuntly2023_invivo,LaraAstiasoHuntly2023_leukemia,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_invivo.h5ad,data/raw/scperturb_v1.4/LaraAstiasoHuntly2023_leukemia.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: LaraAstiasoHuntly2023_invivo.h5ad is missing metadata columns: ['batch', 'cell_line']"
local_papalexisatija2021_papalexisatija2021_eccite_arrayed_protein_papalexisatija2021_eccite_arrayed_rna,PapalexiSatija2021,PapalexiSatija2021_eccite_arrayed_protein,PapalexiSatija2021_eccite_arrayed_RNA,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_protein.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_RNA.h5ad,False,False,0,0,0,0,0,,,,False,,,protein,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: PapalexiSatija2021_eccite_arrayed_protein.h5ad is missing metadata columns: ['batch']
local_papalexisatija2021_papalexisatija2021_eccite_arrayed_protein_papalexisatija2021_eccite_protein,PapalexiSatija2021,PapalexiSatija2021_eccite_arrayed_protein,PapalexiSatija2021_eccite_protein,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_protein.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_protein.h5ad,False,False,0,0,0,0,0,,,,False,,,protein,protein,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: PapalexiSatija2021_eccite_protein.h5ad is missing metadata columns: ['batch']
local_papalexisatija2021_papalexisatija2021_eccite_arrayed_protein_papalexisatija2021_eccite_rna,PapalexiSatija2021,PapalexiSatija2021_eccite_arrayed_protein,PapalexiSatija2021_eccite_RNA,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_protein.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_RNA.h5ad,False,False,0,0,0,0,0,,,,False,,,protein,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: PapalexiSatija2021_eccite_RNA.h5ad is missing metadata columns: ['batch']
local_papalexisatija2021_papalexisatija2021_eccite_arrayed_rna_papalexisatija2021_eccite_protein,PapalexiSatija2021,PapalexiSatija2021_eccite_arrayed_RNA,PapalexiSatija2021_eccite_protein,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_RNA.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_protein.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,protein,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: PapalexiSatija2021_eccite_arrayed_RNA.h5ad is missing metadata columns: ['batch']
local_papalexisatija2021_papalexisatija2021_eccite_arrayed_rna_papalexisatija2021_eccite_rna,PapalexiSatija2021,PapalexiSatija2021_eccite_arrayed_RNA,PapalexiSatija2021_eccite_RNA,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_arrayed_RNA.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_RNA.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete in one or both files
local_papalexisatija2021_papalexisatija2021_eccite_protein_papalexisatija2021_eccite_rna,PapalexiSatija2021,PapalexiSatija2021_eccite_protein,PapalexiSatija2021_eccite_RNA,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_protein.h5ad,data/raw/scperturb_v1.4/PapalexiSatija2021_eccite_RNA.h5ad,False,False,0,0,0,0,0,,,,False,,,protein,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete in one or both files
local_replogleweissman2022_replogleweissman2022_k562_essential_replogleweissman2022_k562_gwps,ReplogleWeissman2022,ReplogleWeissman2022_K562_essential,ReplogleWeissman2022_K562_gwps,H:/2026try/9.5PTL/data/raw/scperturb_v1.4/ReplogleWeissman2022_K562_essential.h5ad,H:/2026try/9.5PTL/data/raw/scperturb_v1.4/ReplogleWeissman2022_K562_gwps.h5ad,True,True,2053,310385,1989578,10691,75328,110.0,0.9756453969800293,0.9098879688261081,True,CRISPR,CRISPR,RNA,RNA,True,True,0.997564539698003,48,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,batch/context provenance is unresolved
local_replogleweissman2022_replogleweissman2022_k562_gwps_replogleweissman2022_rpe1,ReplogleWeissman2022,ReplogleWeissman2022_K562_gwps,ReplogleWeissman2022_rpe1,H:/2026try/9.5PTL/data/raw/scperturb_v1.4/ReplogleWeissman2022_K562_gwps.h5ad,H:/2026try/9.5PTL/data/raw/scperturb_v1.4/ReplogleWeissman2022_rpe1.h5ad,True,True,2390,1989578,247914,75328,11485,67.0,0.9150627615062762,0.7368200836820084,True,CRISPR,CRISPR,RNA,RNA,True,True,0.9786610878661088,56,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,batch/context provenance is unresolved
local_schiebingerlander2019_schiebingerlander2019_gse106340_schiebingerlander2019_gse115943,SchiebingerLander2019,SchiebingerLander2019_GSE106340,SchiebingerLander2019_GSE115943,data/raw/scperturb_v1.4/SchiebingerLander2019_GSE106340.h5ad,data/raw/scperturb_v1.4/SchiebingerLander2019_GSE115943.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: SchiebingerLander2019_GSE106340.h5ad is missing metadata columns: ['batch', 'cell_line', 'guide_id']"
local_schraivogelsteinmetz2020_schraivogelsteinmetz2020_tap_screen_chromosome_11_screen_schraivogelsteinmetz2020_tap_screen_chromosome_8_screen,SchraivogelSteinmetz2020,SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_11_screen,SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_8_screen,data/raw/scperturb_v1.4/SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_11_screen.h5ad,data/raw/scperturb_v1.4/SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_8_screen.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: SchraivogelSteinmetz2020_TAP_SCREEN__chromosome_11_screen.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_srivatsantrapnell2020_srivatsantrapnell2020_sciplex2_srivatsantrapnell2020_sciplex3,SrivatsanTrapnell2020,SrivatsanTrapnell2020_sciplex2,SrivatsanTrapnell2020_sciplex3,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex2.h5ad,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex3.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: SrivatsanTrapnell2020_sciplex2.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_srivatsantrapnell2020_srivatsantrapnell2020_sciplex2_srivatsantrapnell2020_sciplex4,SrivatsanTrapnell2020,SrivatsanTrapnell2020_sciplex2,SrivatsanTrapnell2020_sciplex4,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex2.h5ad,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex4.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: SrivatsanTrapnell2020_sciplex4.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_srivatsantrapnell2020_srivatsantrapnell2020_sciplex3_srivatsantrapnell2020_sciplex4,SrivatsanTrapnell2020,SrivatsanTrapnell2020_sciplex3,SrivatsanTrapnell2020_sciplex4,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex3.h5ad,data/raw/scperturb_v1.4/SrivatsanTrapnell2020_sciplex4.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,"local metadata unavailable or incomplete: SrivatsanTrapnell2020_sciplex3.h5ad is missing metadata columns: ['batch', 'guide_id']"
local_tiankampmann2019_tiankampmann2019_day7neuron_tiankampmann2019_ipsc,TianKampmann2019,TianKampmann2019_day7neuron,TianKampmann2019_iPSC,data/raw/scperturb_v1.4/TianKampmann2019_day7neuron.h5ad,data/raw/scperturb_v1.4/TianKampmann2019_iPSC.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: TianKampmann2019_day7neuron.h5ad is missing metadata columns: ['cell_line']
local_tiankampmann2021_tiankampmann2021_crispra_tiankampmann2021_crispri,TianKampmann2021,TianKampmann2021_CRISPRa,TianKampmann2021_CRISPRi,data/raw/scperturb_v1.4/TianKampmann2021_CRISPRa.h5ad,data/raw/scperturb_v1.4/TianKampmann2021_CRISPRi.h5ad,False,False,0,0,0,0,0,,,,False,,,RNA,RNA,False,False,,0,False,unresolved,auto-discovered same-study file pair; cross-context batch provenance is not inferred from outcomes,not audited,no external provenance audit,not established,,,,,No predeclared study-design evidence was found.,True,False,False,False,local metadata unavailable or incomplete: TianKampmann2021_CRISPRa.h5ad is missing metadata columns: ['cell_line']
