source_environment_id,target_environment_id,left_target_environment_id,right_target_environment_id,metric,perturbation_label,cell_budget_label,reordering_burden,cross_burden,within_burden_left,within_burden_right,response_displacement,effect_magnitude,normalized_risk_rank_displacement,model_disagreement,source_uncertainty,prediction_norm,prediction_sparsity,prediction_concentration,uq_effect_norm_variance,target_informed_explanatory,source_only_features,response_displacement_definition,effect_magnitude_definition,model_disagreement_definition,source_uncertainty_definition,n_measurement_seeds,provenance,status
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,ATP1B1,full,0.0824561403508772,0.313157894736842,0.26842105263157895,0.19298245614035087,0.9158453213319516,,0.6818181818181818,0.2902208201892744,0.9242902208201892,0.6105071306228638,0.0,0.0476374161940437,0.5457413249211356,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,B2M,full,0.08421052631578947,0.3149122807017543,0.263157894736842,0.19824561403508772,0.6800472060413564,0.0302432792043632,0.6157024793388429,0.2902208201892744,0.9242902208201892,0.6105071306228638,0.0,0.0476374161940437,0.5457413249211356,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",executed
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,BOLA2,full,0.027192982456140342,0.21666666666666667,0.1719298245614035,0.20701754385964918,0.8790836708106469,,0.0743801652892562,0.2902208201892744,0.9242902208201892,0.6105071306228638,0.0,0.0476374161940437,0.5457413249211356,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,BOLA2B,full,0.008771929824561401,0.1947368421052631,0.17543859649122812,0.19649122807017547,0.8950019925816686,,0.1115702479338843,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,BZW2,full,0.12456140350877191,0.3692982456140352,0.23859649122807017,0.2508771929824562,0.8810055651240764,,0.012396694214876,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,C19orf48,full,0.1605263157894737,0.41052631578947374,0.25087719298245614,0.24912280701754386,0.8926334521440356,,0.1570247933884297,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,C1QBP,full,0.07192982456140348,0.3157894736842105,0.2631578947368421,0.22456140350877188,0.7740433691300319,,0.1652892561983471,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,C6orf226,full,0.03333333333333332,0.20877192982456133,0.1947368421052631,0.15614035087719294,0.7763669983183434,,0.0206611570247933,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CCND1,full,0.05000000000000001,0.36403508771929827,0.3210526315789474,0.3070175438596491,0.6295941331925705,,0.3884297520661157,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CCND2,full,0.01228070175438598,0.2324561403508771,0.26140350877192986,0.1789473684210526,0.7198734181258002,,0.3305785123966942,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CCR10,full,0.03508771929824561,0.306140350877193,0.23508771929824562,0.3070175438596491,0.8155162487996566,,0.0702479338842975,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CD151,full,-0.00175438596491227,0.32543859649122797,0.3473684210526315,0.3070175438596491,0.8134016790085666,,0.1570247933884297,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CD274,full,0.027192982456140356,0.20087719298245607,0.17543859649122803,0.17192982456140352,0.9383151105593792,,0.1446280991735537,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CD44,full,0.006140350877192979,0.32280701754385965,0.3140350877192983,0.3192982456140351,0.8188890040951957,0.0859757812147267,0.3305785123966942,0.2902208201892744,0.9242902208201892,0.6105071306228638,0.0,0.0476374161940437,0.5457413249211356,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",executed
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CD47,full,0.17192982456140354,0.42543859649122795,0.2175438596491228,0.28947368421052627,0.8767948502846812,,0.2314049586776859,0.2902208201892744,0.9242902208201892,0.6105071306228638,0.0,0.0476374161940437,0.5457413249211356,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
frangieh_melanoma_coculture,frangieh_melanoma_control,frangieh_melanoma_control,frangieh_melanoma_coculture,absolute_effect_rank_agreement,CD58,full,0.093859649122807,0.3403508771929824,0.2578947368421052,0.2350877192982456,0.98194494680329,,0.7107438016528925,,,,,,,1,uq_cosine_disagreement;uq_mean_gene_variance;uq_effect_norm_variance;prediction_norm;prediction_sparsity;prediction_concentration,1 minus cosine similarity between matched perturbation response vectors,absolute normalized change in matched response-vector norm,source-side uq_cosine_disagreement among frozen model members,source-side uq_mean_gene_variance among frozen model members,30,"{""burden"": ""artifacts/manifests/reliability_transport_measurement_depth_matched_fixed_items.csv"", ""effect_magnitude"": ""artifacts/manifests/formal_v2_reliability_reordering_perturbations.csv"", ""response_displacement"": ""artifacts/manifests/formal_v2_controlled_shift_oof_perturbations.csv"", ""roles"": ""response/effect are target-informed explanatory quantities; source features are prospective candidates and never include target outcomes"", ""source_features"": ""artifacts/source_data/formal_v2_reliability_predictions.csv""}",explicit_missing_explanatory_field
