prediction_id,biological_instance_id,environment_id,predictor,prediction_norm,prediction_sparsity,prediction_concentration,prediction_geometry_distance,support_cells,support_signatures,reference_key_overlap,perturbation_seen_fraction,component_seen_fraction,combination_novelty,perturbation_novelty,cell_context_code,perturbation_modality_code,readout_modality_code,condition_code,platform_code,batch_distance
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-mapk1-prtg__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-mapk1-prtg,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,49.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-ptpn12-ptpn9__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-ptpn12-ptpn9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,191.0,4.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-rhoxf2__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-rhoxf2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,84.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-sgk1-tbx3__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-2-sgk1-tbx3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,73.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-bcl2l11-tgfbr2__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-bcl2l11-tgfbr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,61.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-bpgm-samd1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-bpgm-samd1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,113.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-cebpe-runx1t1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-cebpe-runx1t1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,456.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-dusp9-mapk1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-dusp9-mapk1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,35.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-fosb-cebpe__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-fosb-cebpe,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,26.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-fosb-osr2__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-fosb-osr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,97.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-foxa3-foxf1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-foxa3-foxf1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,68.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-igdcc3-zbtb25__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-igdcc3-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,34.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ncl__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ncl,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,55.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-pou3f2__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-pou3f2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,79.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ptpn12-zbtb25__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ptpn12-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,75.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-rreb1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-rreb1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,132.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ubash3b-ptpn12__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-3-ubash3b-ptpn12,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,149.0,4.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-bak1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-bak1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,180.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-foxa3-hoxb9__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-foxa3-hoxb9,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-foxf1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-foxf1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,536.0,5.0,1.0,1.0,1.0,0.0,0.4472135954999579,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ier5l__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ier5l,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,126.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map2k6__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map2k6,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,292.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map2k6-spi1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map2k6-spi1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,39.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map7d1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-map7d1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,266.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ncl__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ncl,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,3.0051536560058594,0.26164895827150236,0.1377744972705841,0.8622255027294159,55.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ptpn1__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ptpn1,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.959170341491699,0.26233157238677507,0.1389748752117157,0.8610251247882843,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ptpn12-osr2__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-ptpn12-osr2,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,38.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-rhoxf2-zbtb25__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-rhoxf2-zbtb25,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,116.0,3.0,1.0,1.0,1.0,0.0,0.5773502691896258,1.0,1.0,1.0,1.0,1.0,0.0
pred__bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-sgk1-tbx3__mean-global__random-split__ensemble2,bio__env-normanweissman2019-filtered-k562-rna-baseline__normanweissman2019-filtered-4-sgk1-tbx3,env__normanweissman2019-filtered__k562__rna__baseline,mean_global,2.950850248336792,0.26215349913931263,0.1400619000196457,0.8599380999803543,73.0,2.0,1.0,1.0,1.0,0.0,0.7071067811865475,1.0,1.0,1.0,1.0,1.0,0.0
